"DATA","DESCRIZIONE","COSTO","TIPO SPESA","FORNITORE","CATEGORIA","DESTINAZIONE","METODO PAGAMENTO","PAGATO","AZIONI"
"05/08/2025","FATTURA 13 (CONSULENZA SOCIAL LUGLIO 2025)","350,00 €","Variabili","Rey Martina","Marketing","Azienda","Bonifico","","   "
"05/08/2025","FATTURA 527 (COMMISSIONI SU PRENOTAZIONI MESE DI LUGLIO 2025)","313,36 €","Variabili","Holidoit srl","Provvigioni","Azienda","Bonifico","","   "
"05/08/2025","FATTURA 2025/01735/1945 (GASOLIO)","1.092,85 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"05/08/2025","FATTURA 2025/01735/1944 (GASOLIO)","1.166,39 €","Fissi","Shveda Lyubov","Gasolio","Riva","Bonifico","","   "
"07/08/2025","FATTURA V2-368702 (RATA 16 DI 29 CANONE LEASING APPLE LAPTOP MACBOOK AIR MARCELLO)","59,38 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"07/08/2025","FATTURA V2-368703 (RATA 3 DI 29 CANONE LEASING APPLE TABLET IPAD AIR M3 PER I DUE LUNGOLAGO","294,23 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"09/08/2025","FATTURA 30 (QUOTA PER SPESE DI GESTIONE ANNO 2025)","500,00 €","Fissi","Consorzio Garda Lombardia","Pubblicità","Azienda","Bonifico","","   "
"10/08/2025","FATTURA 59 (AFFITTO CAPANNONE AGOSTO 2025 + RIMBORSO DEL 50% DELL'IMPOSTA DI REGISTRO E IMPOSTA DI BOLLO PER REGISTRAZIONE DEL CONTRATTO)","3.188,00 €","Fissi","Salbag s.r.l.","Gestione","Azienda","Bonifico","","   "
"10/08/2025","AFFITTO APPARTAMENTO MARCELLO AGOSTO 2025","500,00 €","Fissi","Marcello Bertoldi","Gestione","Azienda","Bonifico","","   "
"12/08/2025","ABBONAMENTO MENSILE ADOBE CREATIVE CLOUD > IN ATTESA DI FT.","55,84 €","Variabili","Adobe","Gestione","Azienda","Bonifico","","   "
"15/08/2025","FATTURA V2-379106 (RATA 8 DI 29 CANONE LEASING APPLE DESKTOP IMAC M4 UFFICIO)","63,85 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"20/08/2025","FATTURA 2025F001027125","539,89 €","Fissi","Wind","Gestione","Azienda","Bonifico","","   "
"20/08/2025","F24 BERTOLDI BOATS (TERZA RATA AUTOLIQUIDAZIONE INAIL 2024/2025)","1.436,23 €","Fissi","Agenzia delle Entrate","Tasse","Azienda","Bonifico","","   "
"20/08/2025","RATA 2 DI 6 PER TASSA SOCIETARIA","7.684,20 €","Variabili","Agenzia delle Entrate","Tasse","Azienda","Bonifico","","   "
"29/08/2025","FATTURA 174631/2025","233,37 €","Fissi","Intred spa","Gestione","Azienda","Bonifico","","   "
"31/08/2025","FATTURA 1223 (LIQUIDAZIONE PERIODICA IVA PRIMO TRIMESTRE 2025)","50,00 €","Fissi","Gesta srl","Contabilità","Riva","Bonifico","","   "
"31/08/2025","FATTURA 1705 (MODELLO DICHIARAZIONE REDDITI 2024)","800,00 €","Fissi","Gesta srl","Contabilità","Azienda","Bonifico","","   "
"31/08/2025","FATTURA 1895 (LICENZA TIC SALDO 2025, TRANSITO FATTURE AL DIGITAL HUB E ARCHIVIAZIONE)","136,16 €","Fissi","Gesta srl","Contabilità","Riva","Bonifico","","   "
"31/08/2025","FATTURA 1823 (LICENZA TIC SALDO 2025, TRANSITO FATTURE DIGITAL HUB AL 30/06/2025, ARCHIVIAZIONE SOSTITUTIVA FE)","918,40 €","Fissi","Gesta srl","Contabilità","Azienda","Bonifico","","   "
"31/08/2025","FATTURA 42 (48 CAPPELLINI CON RICAMO)","740,00 €","Variabili","Logotomica","Acquisto nuovo","Azienda","Bonifico","","   "
"31/08/2025","FATTURA 42 (VARIO CONSULENZA CREATIVA E PROGETTAZIONE GRAFICA LUGLIO 2025)","100,00 €","Variabili","Logotomica","Grafica","Azienda","Bonifico","","   "
"31/08/2025","FATTURA 212 (STUZZICHINI VARI PER TOUR LUGLIO 2025)","1.752,00 €","Variabili","Forno integrale snc","Cibo e bevande","Azienda","Bonifico","","   "
"31/08/2025","TERZA RATA CANONE PORTUALE 2025 - 5 POSTI BARCA SIRMIONE","1.488,74 €","Fissi","Consorzio Salò","Gestione","Azienda","Bonifico","","   "
"31/08/2025","FATTURA 1553 (PRATICHE DEPOSITO BILANCIO 2024 E RIMBORSO SPESE ANTICIPATE BOLLI E DIRITTI CCIAA)","327,40 €","Fissi","Gesta srl","Contabilità","Azienda","Bonifico","","   "
